,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total,year,age
5906,Kwandakwensizwa Mngonyama,RSA,male,1993-09-25,1.84,79.0,football,0,0,0,0,1993,23
5907,Kyah Simon,AUS,female,1991-06-25,1.64,61.0,football,0,0,0,0,1991,25
5908,Kyerim Lee,KOR,female,1990-08-31,1.58,50.0,shooting,0,0,0,0,1990,26
5909,Kyle Brown,RSA,male,1987-02-06,1.82,92.0,rugby sevens,0,0,1,1,1987,29
5910,Kyle Chalmers,AUS,male,1998-06-25,1.93,90.0,aquatics,1,0,2,3,1998,18
5911,Kyle Clemons,USA,male,1990-12-27,1.81,72.0,athletics,1,0,0,1,1990,26
5912,Kyle Dodd,RSA,male,1994-02-11,1.78,80.0,cycling,0,0,0,0,1994,22
5913,Kyle Edmund,GBR,male,1995-01-08,1.89,81.0,tennis,0,0,0,0,1995,21
5914,Kyle Evans,GBR,male,1993-09-26,1.8,81.0,cycling,0,0,0,0,1993,23
5915,Kyle Frederick Snyder,USA,male,1995-11-20,1.81,102.0,wrestling,1,0,0,1,1995,21
5916,Kyle Good,IRL,male,1991-12-10,1.83,88.0,hockey,0,0,0,0,1991,25
5917,Kyle Greaux,TTO,male,1988-04-26,1.83,90.5,athletics,0,0,0,0,1988,28
5918,Kyle Lowry,USA,male,1986-03-25,1.83,93.0,basketball,1,0,0,1,1986,30
5919,Kyle Reyes,CAN,male,1993-10-10,1.83,99.0,judo,0,0,0,0,1993,23
5920,Kyle Sean Micallef,MLT,male,1987-01-08,1.77,85.0,weightlifting,0,0,0,0,1987,29
5921,Kyle Stolk,NED,male,1996-06-28,1.86,84.0,aquatics,0,0,0,0,1996,20
5922,Kylie Masse,CAN,female,1996-01-18,1.7,61.0,aquatics,0,0,1,1,1996,20
5923,Kylie Rei Dickson,BLR,female,1999-02-12,1.6,50.0,gymnastics,0,0,0,0,1999,17
5924,Kynan Chenai,IND,male,1991-01-29,2.0,85.0,shooting,0,0,0,0,1991,25
5925,Kyong Il Yang,PRK,male,1989-08-07,1.58,57.0,wrestling,0,0,0,0,1989,27
5926,Kyong Sol,PRK,female,1990-06-08,1.63,78.0,judo,0,0,0,0,1990,26
5927,Kyoungdoo Park,KOR,male,1984-08-03,1.77,77.0,fencing,0,0,0,0,1984,32
5928,Kyriakos Ioannou,CYP,male,1984-07-26,1.96,74.0,athletics,0,0,0,0,1984,32
5929,Kyriakos Pontikeas,GRE,male,1991-05-09,1.92,84.0,aquatics,0,0,0,0,1991,25
5930,Kyrie Irving,USA,male,1992-03-23,1.9,87.0,basketball,1,0,0,1,1992,24
5931,Kyubaek Choi,KOR,male,1994-01-23,1.88,77.0,football,0,0,0,0,1994,22
5932,Kyung Eun Jung,KOR,female,1990-03-20,1.72,59.0,badminton,0,0,1,1,1990,26
5933,Kyunghee Lim,KOR,female,1982-11-16,1.63,43.0,athletics,0,0,0,0,1982,34
5934,Kyuwoong Choi,KOR,male,1990-05-28,1.81,75.0,aquatics,0,0,0,0,1990,26
5935,L.j. van Zyl,RSA,male,1985-07-20,1.82,79.0,athletics,0,0,0,0,1985,31
5936,Lachlan Tame,AUS,male,1988-11-14,1.76,80.0,canoe,0,0,1,1,1988,28
5937,Ladislav Skantar,SVK,male,1983-02-11,1.89,80.0,canoe,1,0,0,1,1983,33
5938,Lady Andrade,COL,female,1992-01-10,1.64,60.0,football,0,0,0,0,1992,24
5939,Lady Ruano,COL,female,1981-03-05,1.57,52.0,table tennis,0,0,0,0,1981,35
5940,Laenly Phoutthavong,LAO,female,1996-06-04,1.69,55.0,athletics,0,0,0,0,1996,20
5941,Laerke Buhl-Hansen,DEN,female,1992-03-30,1.67,56.0,sailing,0,0,0,0,1992,24
5942,Laetisha Scanlan,AUS,female,1990-04-13,1.63,61.0,shooting,0,0,0,0,1990,26
5943,Laetitia Beck,ISR,female,1992-02-05,1.75,61.0,golf,0,0,0,0,1992,24
5944,Laetitia Crescence Moma Bassoko,CMR,female,1993-10-09,1.84,80.0,volleyball,0,0,0,0,1993,23
5945,Laetitia Kamba,FRA,female,1987-01-10,1.87,78.0,basketball,0,0,0,0,1987,29
5946,Laetitia Payet,FRA,female,1985-10-02,1.5,48.0,judo,0,0,0,0,1985,31
5947,Laetitia Philippe,FRA,female,1991-04-30,1.73,61.0,football,0,0,0,0,1991,25
5948,Laia Palau,ESP,female,1979-09-10,1.81,69.0,basketball,0,1,0,1,1979,37
5949,Lais Nunes de Oliveira,BRA,female,1992-11-03,1.65,65.0,wrestling,0,0,0,0,1992,24
5950,Lala Wane,SEN,female,1989-07-15,1.79,78.0,basketball,0,0,0,0,1989,27
5951,Lalit Mathur,IND,male,1994-12-18,1.725,64.0,athletics,0,0,0,0,1994,22
5952,Lalita Shivaji Babar,IND,female,1989-06-02,1.66,50.0,athletics,0,0,0,0,1989,27
5953,Lalita Yauhleuskaya,AUS,female,1963-12-31,1.58,64.0,shooting,0,0,0,0,1963,53
5954,Lalonde Gordon,TTO,male,1988-11-25,1.79,83.0,athletics,0,0,0,0,1988,28
5955,Lanece Clarke,BAH,female,1987-11-04,1.74,74.0,athletics,0,0,0,0,1987,29
5956,Lani Belcher,GBR,female,1989-06-10,1.69,65.0,canoe,0,0,0,0,1989,27
5957,Lani Cabrera,BAR,female,1993-04-22,1.75,66.0,aquatics,0,0,0,0,1993,23
5958,Lanni Marchant,CAN,female,1984-04-11,1.55,48.0,athletics,0,0,0,0,1984,32
5959,Lara Butler,CAY,female,1994-10-02,1.72,60.0,aquatics,0,0,0,0,1994,22
5960,Lara Gonzalez,ESP,female,1992-02-22,1.84,74.0,handball,0,0,0,0,1992,24
5961,Lara Grangeon,FRA,female,1991-09-21,1.73,60.0,aquatics,0,0,0,0,1991,25
5962,Lara Griffith,GBR,female,1988-11-14,1.76,62.0,equestrian,0,0,0,0,1988,28
5963,Lara Hoffmann,GER,female,1991-03-25,1.73,68.0,athletics,0,0,0,0,1991,25
5964,Lara Sanders,TUR,female,1986-09-11,1.91,77.0,basketball,0,0,0,0,1986,30
5965,Lara Teixeira,BRA,female,1987-11-26,1.67,59.0,aquatics,0,0,0,0,1987,29
5966,Lara Vadlau,AUT,female,1994-03-29,1.65,56.0,sailing,0,0,0,0,1994,22
5967,Laraiba Seibou,BEN,female,2000-12-06,1.73,63.0,aquatics,0,0,0,0,2000,16
5968,Larbi Bourrada,ALG,male,1988-05-10,1.88,88.0,athletics,0,0,0,0,1988,28
5969,Larisa Ceric,BIH,female,1991-01-26,1.76,110.0,judo,0,0,0,0,1991,25
5970,Larissa Araujo,BRA,female,1992-07-01,1.67,62.0,handball,0,0,0,0,1992,24
5971,Larissa Crummer,AUS,female,1996-01-10,1.78,70.0,football,0,0,0,0,1996,20
5972,Larissa Franca Maestrini,BRA,female,1982-04-14,1.74,70.0,volleyball,0,0,0,0,1982,34
5973,Larissa Oliveira,BRA,female,1993-02-16,1.69,57.0,aquatics,0,0,0,0,1993,23
5974,Larrissa Miller,AUS,female,1992-07-12,1.59,50.0,gymnastics,0,0,0,0,1992,24
5975,Lars Bender,GER,male,1989-04-27,1.84,77.0,football,0,1,0,1,1989,27
5976,Lars Fluggen,GER,male,1990-05-24,1.92,83.0,volleyball,0,0,0,0,1990,26
5977,Lars Forster,SUI,male,1993-08-01,1.77,68.0,cycling,0,0,0,0,1993,23
5978,Lars Petter Nordhaug,NOR,male,1984-05-14,1.815,70.5,cycling,0,0,0,0,1984,32
5979,Lars Wichert,GER,male,1986-11-28,1.86,73.0,rowing,0,0,0,0,1986,30
5980,Lasha Shavdatuashvili,GEO,male,1992-01-31,1.7,75.0,judo,0,0,1,1,1992,24
5981,Lasha Talakhadze,GEO,male,1993-10-02,1.97,157.0,weightlifting,1,0,0,1,1993,23
5982,Lasha Torgvaidze,GEO,male,1993-05-26,1.84,73.0,athletics,0,0,0,0,1993,23
5983,Lashawn Merritt,USA,male,1986-06-27,1.91,86.0,athletics,1,0,1,2,1986,30
5984,Lasma Liepa,TUR,female,1988-07-04,1.8,77.0,canoe,0,0,0,0,1988,28
5985,Lasse Norman Hansen,DEN,male,1992-02-11,1.8,73.0,cycling,0,0,2,2,1992,24
5986,Lasse Svan,DEN,male,1983-08-31,1.85,85.0,handball,1,0,0,1,1983,33
5987,Lasse Vibe,DEN,male,1987-02-22,1.84,75.0,football,0,0,0,0,1987,29
5988,Laszlo Cseh,HUN,male,1985-12-03,1.88,84.0,aquatics,0,1,0,1,1985,31
5989,Laszlo Csoknyai,HUN,male,1987-10-25,1.72,83.0,judo,0,0,0,0,1987,29
5990,Latario Collie-Minns,BAH,male,1994-03-10,1.73,64.0,athletics,0,0,0,0,1994,22
5991,Laura Alleway,AUS,female,1989-11-28,1.78,74.0,football,0,0,0,0,1989,27
5992,Laura Asadauskaite,LTU,female,1984-02-28,1.6,49.0,modern pentathlon,0,0,0,0,1984,32
5993,Laura Auge,FRA,female,1992-01-17,1.75,60.0,aquatics,0,0,0,0,1992,24
5994,Laura Benkarth,GER,female,1992-10-14,1.73,68.0,football,1,0,0,1,1992,24
5995,Laura Brown,CAN,female,1986-11-27,1.67,61.0,cycling,0,0,1,1,1986,30
5996,Laura Chiper,ROU,female,1989-08-21,1.73,65.0,handball,0,0,0,0,1989,27
5997,Laura Dijkema,NED,female,1990-02-18,1.84,70.0,volleyball,0,0,0,0,1990,26
5998,Laura Ester Ramos,ESP,female,1990-01-22,1.7,58.0,aquatics,0,0,0,0,1990,26
5999,Laura Gil,ESP,female,1992-04-24,1.91,78.0,basketball,0,1,0,1,1992,24
6000,Laura Giombini,ITA,female,1989-01-04,1.83,71.5,volleyball,0,0,0,0,1989,27
6001,Laura Glauser,FRA,female,1993-08-20,1.78,65.0,handball,0,1,0,1,1993,23
6002,Laura Gomez,ESP,female,1984-04-19,1.6,52.0,judo,0,0,0,0,1984,32
6003,Laura Gonzalez,COL,female,1993-03-08,1.61,61.0,rugby sevens,0,0,0,0,1993,23
6004,Laura Graves,USA,female,1987-07-22,1.73,54.0,equestrian,0,0,1,1,1987,29
6005,Laura Hodges,AUS,female,1983-12-13,1.91,78.0,basketball,0,0,0,0,1983,33
6006,Laura Ikauniece-Admidina,LAT,female,1992-05-31,1.79,63.0,athletics,0,0,0,0,1992,24
6007,Laura Kraut,USA,female,1965-11-14,1.71,56.0,equestrian,0,0,0,0,1965,51
6008,Laura Lindemann,GER,female,1996-06-26,1.68,57.0,triathlon,0,0,0,0,1996,20
6009,Laura Lopez Ventosa,ESP,female,1988-01-13,1.71,65.0,aquatics,0,0,0,0,1988,28
6010,Laura Ludwig,GER,female,1986-01-13,1.81,70.0,volleyball,1,0,0,1,1986,30
6011,Laura Marino,FRA,female,1993-07-02,1.68,55.0,aquatics,0,0,0,0,1993,23
6012,Laura Milani,ITA,female,1984-09-30,1.68,57.0,rowing,0,0,0,0,1984,32
6013,Laura Muir,GBR,female,1993-05-09,1.61,49.0,athletics,0,0,0,0,1993,23
6014,Laura Muller,GER,female,1995-12-11,1.72,58.0,athletics,0,0,0,0,1995,21
6015,Laura Nicholls,ESP,female,1989-02-26,1.9,90.0,basketball,0,1,0,1,1989,27
6016,Laura Nunnink,NED,female,1995-01-26,1.72,64.0,hockey,0,0,0,0,1995,21
6017,Laura Nurmsalu,EST,female,1994-06-01,1.7,70.0,archery,0,0,0,0,1994,22
6018,Laura Oprea,ROU,female,1994-02-19,1.86,75.0,rowing,0,0,1,1,1994,22
6019,Laura Quevedo,ESP,female,1996-04-15,1.85,74.0,basketball,0,1,0,1,1996,20
6020,Laura Salles Lopez,AND,female,1986-02-15,1.69,63.0,judo,0,0,0,0,1986,30
6021,Laura Sarosi,HUN,female,1992-11-11,1.67,57.0,badminton,0,0,0,0,1992,24
6022,Laura Siegemund,GER,female,1988-03-04,1.68,62.0,tennis,0,0,0,0,1988,28
6023,Laura Smulders,NED,female,1993-12-09,1.7,73.0,cycling,0,0,0,0,1993,23
6024,Laura Teani,ITA,female,1991-03-13,1.75,75.0,aquatics,0,1,0,1,1991,25
6025,Laura Trott,GBR,female,1992-04-24,1.64,56.0,cycling,2,0,0,2,1992,24
6026,Laura Unsworth,GBR,female,1988-03-08,1.52,55.0,hockey,1,0,0,1,1988,28
6027,Laura Vargas Koch,GER,female,1990-06-29,1.73,70.0,judo,0,0,1,1,1990,26
6028,Laura Waem,BEL,female,1997-08-05,1.6,54.0,gymnastics,0,0,0,0,1997,19
6029,Laura Weightman,GBR,female,1991-07-01,1.72,56.0,athletics,0,0,0,0,1991,25
6030,Laura Whittle,GBR,female,1985-06-27,1.75,59.0,athletics,0,0,0,0,1985,31
6031,Laura Zeng,USA,female,1999-10-14,1.61,43.0,gymnastics,0,0,0,0,1999,17
6032,Laura de Witte,NED,female,1995-08-07,1.73,61.0,athletics,0,0,0,0,1995,21
6033,Laura van der Heijden,NED,female,1990-06-27,1.72,68.0,handball,0,0,0,0,1990,26
6034,Lauren Billys,PUR,female,1988-05-14,1.61,59.0,equestrian,0,0,0,0,1988,28
6035,Lauren Boyle,NZL,female,1987-12-14,1.83,67.0,aquatics,0,0,0,0,1987,29
6036,Lauren Crandall,USA,female,1985-03-17,1.61,57.0,hockey,0,0,0,0,1985,31
6037,Lauren Doyle,USA,female,1991-02-23,1.68,68.0,rugby sevens,0,0,0,0,1991,25
6038,Lauren Ellis,NZL,female,1989-04-19,1.66,64.0,cycling,0,0,0,0,1989,27
6039,Lauren Fendrick,USA,female,1982-03-20,1.88,75.0,volleyball,0,0,0,0,1982,34
6040,Lauren Hernandez,USA,female,2000-06-09,1.53,48.0,gymnastics,1,1,0,2,2000,16
6041,Lauren Kieffer,USA,female,1987-06-06,1.78,68.0,equestrian,0,0,0,0,1987,29
6042,Lauren Rembi,FRA,female,1992-03-09,1.78,60.0,fencing,0,0,0,0,1992,24
6043,Lauren Reynolds,AUS,female,1991-06-25,1.76,69.0,cycling,0,0,0,0,1991,25
6044,Lauren Schmetterling,USA,female,1988-08-03,1.81,77.0,rowing,1,0,0,1,1988,28
6045,Lauren Smith,GBR,female,1991-09-26,1.7,71.5,badminton,0,0,0,0,1991,25
6046,Lauren Wells,AUS,female,1988-08-03,1.78,66.0,athletics,0,0,0,0,1988,28
6047,Lauren Wilkinson,CAN,female,1989-10-17,1.8,75.0,rowing,0,0,0,0,1989,27
6048,Laurence Baldauff,AUT,female,1974-11-19,1.64,57.0,archery,0,0,0,0,1974,42
6049,Laurence Brize,FRA,female,1976-07-12,1.58,55.0,shooting,0,0,0,0,1976,40
6050,Laurence Halsted,GBR,male,1984-05-22,1.85,85.0,fencing,0,0,0,0,1984,32
6051,Laurens de Plus,BEL,male,1995-09-04,1.88,67.0,cycling,0,0,0,0,1995,21
6052,Laurent Carnol,LUX,male,1989-10-17,1.87,82.0,aquatics,0,0,0,0,1989,27
6053,Laurent Couhet,BRA,male,1994-07-12,1.71,75.0,rugby sevens,0,0,0,0,1994,22
6054,Laurent Jr. Clayton,ISV,male,1990-07-18,1.7,72.0,boxing,0,0,0,0,1990,26
6055,Laurie Berthon,FRA,female,1991-08-26,1.69,69.0,cycling,0,0,0,0,1991,25
6056,Laurien Leurink,NED,female,1994-11-13,1.73,67.0,hockey,0,1,0,1,1994,22
6057,Laurine van Riessen,NED,female,1987-08-10,1.67,63.0,cycling,0,0,0,0,1987,29
6058,Laurisa Landre,FRA,female,1985-10-27,1.74,67.0,handball,0,1,0,1,1985,31
6059,Lauritz Schoof,GER,male,1990-10-07,1.95,98.0,rowing,1,0,0,1,1990,26
6060,Lautaro Giannetti,ARG,male,1993-11-13,1.75,80.0,football,0,0,0,0,1993,23
6061,Lavenia Tinai,FIJ,female,1990-09-07,1.65,57.0,rugby sevens,0,0,0,0,1990,26
6062,Laverne Jones-Ferrette,ISV,female,1981-09-16,1.73,68.0,athletics,0,0,0,0,1981,35
6063,Lawrence Brittain,RSA,male,1990-11-09,1.87,94.0,rowing,0,1,0,1,1990,26
6064,Lawrence Clarke,GBR,male,1990-03-12,1.87,77.0,athletics,0,0,0,0,1990,26
6065,Lawrence Fanous,JOR,male,1985-08-27,1.7,61.0,triathlon,0,0,0,0,1985,31
6066,Lawrence Okolie,GBR,male,1992-12-16,1.95,58.5,boxing,0,0,0,0,1992,24
6067,Laxmirani Majhi,IND,female,1989-01-26,1.61,56.0,archery,0,0,0,0,1989,27
6068,Lazaro Jorge Alvarez,CUB,male,1991-01-28,1.73,69.5,boxing,0,0,1,1,1991,25
6069,Lazaro Martinez,CUB,male,1997-11-03,1.91,83.0,athletics,0,0,0,0,1997,19
6070,Lea Davison,USA,female,1983-05-19,1.68,55.0,cycling,0,0,0,0,1983,33
6071,Lea Jamelot,FRA,female,1992-11-28,1.68,65.0,canoe,0,0,0,0,1992,24
6072,Lea Sprunger,SUI,female,1990-03-05,1.83,69.0,athletics,0,0,0,0,1990,26
6073,Lea Yanitsas,AUS,female,1989-03-15,1.73,77.0,aquatics,0,0,0,0,1989,27
6074,Leah Kirchmann,CAN,female,1990-06-30,1.67,59.0,cycling,0,0,0,0,1990,26
6075,Leah Neale,AUS,female,1995-08-01,1.73,77.0,aquatics,0,1,0,1,1995,21
6076,Leah Nugent,JAM,female,1992-11-23,1.73,66.0,athletics,0,0,0,0,1992,24
6077,Leah Smith,USA,female,1995-04-19,1.76,67.0,aquatics,1,0,1,2,1995,21
6078,Leander Paes,IND,male,1973-06-17,1.75,82.0,tennis,0,0,0,0,1973,43
6079,Leandra Smeda,RSA,female,1989-07-22,1.65,55.0,football,0,0,0,0,1989,27
6080,Leandre Bouchard,CAN,male,1992-10-20,1.93,81.0,cycling,0,0,0,0,1992,24
6081,Leandro Barbosa,BRA,male,1982-11-28,1.94,97.0,basketball,0,0,0,0,1982,34
6082,Leandro Blanc,ARG,male,1993-05-02,1.65,83.5,boxing,0,0,0,0,1993,23
6083,Leandro Silva,POR,male,1994-05-04,1.8,70.0,football,0,0,0,0,1994,22
6084,Leandro Vega,ARG,male,1996-05-27,1.66,70.0,football,0,0,0,0,1996,20
6085,Leandro Zamora,CUB,male,1996-03-11,1.86,72.0,athletics,0,0,0,0,1996,20
6086,Leanne Choo,AUS,female,1991-06-05,1.67,58.0,badminton,0,0,0,0,1991,25
6087,Lebenya Nkoka,LES,male,1982-10-19,1.74,63.5,athletics,0,0,0,0,1982,34
6088,Lebo Mothiba,RSA,male,1996-01-28,1.81,69.0,football,0,0,0,0,1996,20
6089,Lebogang Shange,RSA,male,1990-08-01,1.6,56.0,athletics,0,0,0,0,1990,26
6090,Lebohang Ramalepe,RSA,female,1991-12-03,1.55,48.0,football,0,0,0,0,1991,25
6091,Lee Kiefer,USA,female,1994-06-15,1.63,48.0,fencing,0,0,0,0,1994,22
6092,Lee Parkhill,CAN,male,1988-11-22,1.81,82.0,sailing,0,0,0,0,1988,28
6093,Lee-Ann Persse,RSA,female,1988-11-20,1.81,74.0,rowing,0,0,0,0,1988,28
6094,Leevan Sands,BAH,male,1981-08-16,1.91,82.0,athletics,0,0,0,0,1981,35
6095,Lei Gao,CHN,male,1992-01-02,1.7,64.0,gymnastics,0,0,1,1,1992,24
6096,Lei Gong,CHN,male,1983-03-26,1.85,88.0,sailing,0,0,0,0,1983,33
6097,Lei Kou,UKR,male,1987-11-20,1.76,74.0,table tennis,0,0,0,0,1987,29
6098,Leia da Silva Nicolosi,BRA,female,1985-03-01,1.69,58.0,volleyball,0,0,0,0,1985,31
6099,Leicy Santos,COL,female,1996-05-16,1.54,56.0,football,0,0,0,0,1996,20
6100,Leidy Asprilla,COL,female,1997-04-18,1.58,57.0,football,0,0,0,0,1997,19
6101,Leidy Yessenia Solis Arboleda,COL,female,1990-02-17,1.68,69.0,weightlifting,0,0,0,0,1990,26
6102,Leidys Brito,VEN,female,1984-07-05,1.69,52.0,archery,0,0,0,0,1984,32
6103,Leila Abdelmoez,EGY,female,1996-09-30,1.6,46.0,aquatics,0,0,0,0,1996,20
6104,Leila Luik,EST,female,1985-10-14,1.65,48.0,athletics,0,0,0,0,1985,31
6105,Leilani Mitchell,AUS,female,1985-06-15,1.65,60.0,basketball,0,0,0,0,1985,31
6106,Leinier Eunice Pero,CUB,male,1992-11-24,1.92,55.0,boxing,0,0,0,0,1992,24
6107,Lely Berlitt Burgos Ortiz,PUR,female,1985-06-06,1.53,50.0,weightlifting,0,0,0,0,1985,31
6108,Lemi Berhanu,ETH,male,1994-09-13,1.68,53.0,athletics,0,0,0,0,1994,22
6109,Lena Goessling,GER,female,1986-03-08,1.71,56.0,football,1,0,0,1,1986,30
6110,Lena Kreundl,AUT,female,1997-09-19,1.74,69.0,aquatics,0,0,0,0,1997,19
6111,Lena Schoneborn,GER,female,1986-04-11,1.79,60.0,modern pentathlon,0,0,0,0,1986,30
6112,Lena Urbaniak,GER,female,1992-10-31,1.74,92.0,athletics,0,0,0,0,1992,24
6113,Lenchu Kunzang,BHU,female,1992-02-10,1.65,59.0,shooting,0,0,0,0,1992,24
6114,Lenin Preciado,ECU,male,1993-08-23,1.7,60.0,judo,0,0,0,0,1993,23
6115,Lenka Antosova,CZE,female,1991-09-27,1.77,70.0,rowing,0,0,0,0,1991,25
6116,Lennie Waite,GBR,female,1986-02-04,1.71,59.0,athletics,0,0,0,0,1986,30
6117,Leo Mainoldi,ARG,male,1985-03-04,2.04,106.0,basketball,0,0,0,0,1985,31
6118,Leon Goretzka,GER,male,1995-02-06,1.86,76.0,football,0,0,0,0,1995,21
6119,Leona Maguire,IRL,female,1994-11-30,1.68,56.0,golf,0,0,0,0,1994,22
6120,Leonard Essau Korir,USA,male,1986-12-10,1.71,59.0,athletics,0,0,0,0,1986,30
6121,Leonard Ong,SIN,male,1992-12-09,1.7,68.0,sailing,0,0,0,0,1992,24
6122,Leonardo Bittencourt,GER,male,1993-12-19,1.71,62.0,football,0,0,0,0,1993,23
6123,Leonardo Chacon,CRC,male,1984-06-29,1.79,65.0,triathlon,0,0,0,0,1984,32
6124,Leonardo Querin,ARG,male,1982-04-17,1.97,105.0,handball,0,0,0,0,1982,34
6125,Leonardo Santos,BRA,male,1994-05-30,1.94,104.0,handball,0,0,0,0,1994,22
6126,Leonardo de Deus,BRA,male,1991-01-18,1.75,70.0,aquatics,0,0,0,0,1991,25
6127,Leone Nakarawa,FIJ,male,1988-04-02,1.98,109.0,rugby sevens,1,0,0,1,1988,28
6128,Leonel Suarez,CUB,male,1987-09-01,1.81,68.0,athletics,0,0,0,0,1987,29
6129,Leonel de los Santos Nunez,DOM,male,1994-12-14,1.7,80.5,boxing,0,0,0,0,1994,22
6130,Leonid Andreev,UZB,male,1983-10-06,1.98,93.0,athletics,0,0,0,0,1983,33
6131,Leonie Adam,GER,female,1993-01-02,1.62,54.0,gymnastics,0,0,0,0,1993,23
6132,Leonie Antonia Beck,GER,female,1997-05-27,1.84,62.0,aquatics,0,0,0,0,1997,19
6133,Leonie Kullmann,GER,female,1999-08-26,1.75,62.0,aquatics,0,0,0,0,1999,17
6134,Leonie Maier,GER,female,1992-09-29,1.63,62.0,football,1,0,0,1,1992,24
6135,Leonor Rodriguez,ESP,female,1991-10-21,1.8,72.0,basketball,0,1,0,1,1991,25
6136,Leonora Mackinnon,CAN,female,1994-05-30,1.8,77.0,fencing,0,0,0,0,1994,22
6137,Leontia Kallenou,CYP,female,1994-10-05,1.8,64.0,athletics,0,0,0,0,1994,22
6138,Leopold Konig,CZE,male,1987-11-15,1.78,62.0,cycling,0,0,0,0,1987,29
6139,Lerissa Henry,FSM,female,1997-08-18,1.53,57.0,athletics,0,0,0,0,1997,19
6140,Lesley Thompson-Willie,CAN,female,1959-09-20,1.6,50.0,rowing,0,0,0,0,1959,57
6141,Leslie Copeland,FIJ,male,1988-04-23,1.83,102.0,athletics,0,0,0,0,1988,28
6142,Lestrod Roland,SKN,male,1992-09-05,1.65,54.0,athletics,0,0,0,0,1992,24
6143,Leticia Boscacci,ARG,female,1985-11-08,1.86,70.0,volleyball,0,0,0,0,1985,31
6144,Leticia Romero,ESP,female,1995-05-28,1.77,62.0,basketball,0,1,0,1,1995,21
6145,Leticia de Souza,BRA,female,1996-05-06,1.65,49.0,athletics,0,0,0,0,1996,20
6146,Leuris Pupo,CUB,male,1977-04-09,1.68,78.0,shooting,0,0,0,0,1977,39
6147,Levan Berianidze,ARM,male,1990-10-10,1.86,125.0,wrestling,0,0,0,0,1990,26
6148,Levent Tuncat,GER,male,1988-07-29,1.73,61.0,taekwondo,0,0,0,0,1988,28
6149,Levern Spencer,LCA,female,1984-06-23,1.79,48.0,athletics,0,0,0,0,1984,32
6150,Levi Cadogan,BAR,male,1995-11-08,1.81,78.0,athletics,0,0,0,0,1995,21
6151,Levon Aghasyan,ARM,male,1995-01-19,1.93,75.0,athletics,0,0,0,0,1995,21
6152,Lewis Holland,AUS,male,1993-01-14,1.83,89.0,rugby sevens,0,0,0,0,1993,23
6153,Lewis Ormond,NZL,male,1994-02-05,1.92,100.0,rugby sevens,0,0,0,0,1994,22
6154,Lexi Thompson,USA,female,1995-02-10,1.81,72.0,golf,0,0,0,0,1995,21
6155,Lexi Weeks,USA,female,1996-11-20,1.755,70.0,athletics,0,0,0,0,1996,20
6156,Leydi Laura Moya,CUB,female,1992-04-16,1.7,68.0,modern pentathlon,0,0,0,0,1992,24
6157,Leyla Rajabi,IRI,female,1983-04-18,1.87,100.0,athletics,0,0,0,0,1983,33
6158,Li Du,CHN,female,1982-03-05,1.7,55.0,shooting,0,1,1,2,1982,34
6159,Li Guo,CHN,female,1993-05-11,1.67,54.0,aquatics,0,1,0,1,1993,23
6160,Li Lin,CHN,female,1992-07-05,1.71,70.0,volleyball,1,0,0,1,1992,24
6161,Li Yang,CHN,female,1991-01-31,1.67,58.0,football,0,0,0,0,1991,25
6162,Lia Neal,USA,female,1995-02-13,1.78,74.0,aquatics,0,1,0,1,1995,21
6163,Liadagmis Povea,CUB,female,1996-02-06,1.66,52.0,athletics,0,0,0,0,1996,20
6164,Liam Adams,AUS,male,1986-09-04,1.78,64.0,athletics,0,0,0,0,1986,30
6165,Liam Bertazzo,ITA,male,1992-02-17,1.85,70.0,cycling,0,0,0,0,1992,24
6166,Liam Heath,GBR,male,1984-08-17,1.82,81.0,canoe,1,1,0,2,1984,32
6167,Liam Phillips,GBR,male,1989-03-11,1.81,85.0,cycling,0,0,0,0,1989,27
6168,Liam Pitchford,GBR,male,1993-07-12,1.86,67.0,table tennis,0,0,0,0,1993,23
6169,Lian Yuan Wang,CHN,female,1994-08-26,1.67,60.0,triathlon,0,0,0,0,1994,22
6170,Liana Salazar,COL,female,1992-09-16,1.69,52.0,football,0,0,0,0,1992,24
6171,Lianna Swan,PAK,female,1997-03-25,1.65,67.0,aquatics,0,0,0,0,1997,19
6172,Lianne Tan,BEL,female,1990-11-20,1.6,54.0,badminton,0,0,0,0,1990,26
6173,Libania Grenot,ITA,female,1983-07-12,1.75,60.0,athletics,0,0,0,0,1983,33
6174,Libuse Jahodova,CZE,female,1992-05-31,1.63,52.0,shooting,0,0,0,0,1992,24
6175,Licet Hernandez,CUB,female,1993-04-14,1.68,57.0,rowing,0,0,0,0,1993,23
6176,Lidewij Welten,NED,female,1990-07-16,1.7,64.0,hockey,0,1,0,1,1990,26
6177,Lidia Valentin Perez,ESP,female,1985-02-10,1.69,74.0,weightlifting,0,0,1,1,1985,31
6178,Lidiane Lopes,CPV,female,1994-09-01,1.78,70.0,athletics,0,0,0,0,1994,22
6179,Lidiia Sichenikova,UKR,female,1993-02-03,1.83,69.0,archery,0,0,0,0,1993,23
6180,Lieke Wevers,NED,female,1991-09-17,1.67,54.0,gymnastics,0,0,0,0,1991,25
6181,Liemarvin Bonevacia,NED,male,1989-04-05,1.85,74.0,athletics,0,0,0,0,1989,27
